 We force_max Ec El
30 500 16.298089887976204 8000.0 16.0
31 500 17.21124615261964 9000.0 18.0
0 600 3.1125175215800907 0.1 0.0001666666666666667
1 600 3.11103912503721 0.5 0.0008333333333333334
2 600 3.111285524461055 1.0 0.0016666666666666668
3 600 3.133461472604022 5.0 0.008333333333333333
4 600 3.397601654929367 150.0 0.25
5 600 3.1240982944992104 10.0 0.016666666666666666
6 600 3.13641826568973 20.0 0.03333333333333333
7 600 3.1351862685706946 30.0 0.05
8 600 3.201467713575832 40.0 0.06666666666666667
9 600 3.2349780352141595 50.0 0.08333333333333333
10 600 3.2172372766997803 60.0 0.1
11 600 3.309144261781259 70.0 0.11666666666666667
12 600 3.243602015047545 80.0 0.13333333333333333
13 600 3.381832091805499 90.0 0.15
14 600 3.3574385488482013 100.0 0.16666666666666666
15 600 3.5363245305349733 200.0 0.3333333333333333
16 600 3.881283723870329 300.0 0.5
17 600 4.230185307986633 400.0 0.6666666666666666
18 600 4.600030843126883 500.0 0.8333333333333334
19 600 4.903841332685796 600.0 1.0
20 600 5.243379738697337 700.0 1.1666666666666667
21 600 5.478198389589161 800.0 1.3333333333333333
22 600 5.754165744257444 900.0 1.5
23 600 6.036293084520999 1000.0 1.6666666666666667
24 600 8.11664341975697 2000.0 3.3333333333333335
25 600 9.746082809418866 3000.0 5.0
26 600 11.018070554958207 4000.0 6.666666666666667
27 600 12.418383120418316 5000.0 8.333333333333334
28 600 13.308303919396437 6000.0 10.0
29 600 14.197313040506312 7000.0 11.666666666666666
30 600 15.054240956636084 8000.0 13.333333333333334
31 600 15.825855536265545 9000.0 15.0
32 600 16.604356979790523 10000.0 16.666666666666668
0 800 3.1063575359848032 0.1 0.000125
1 800 3.1125175215800907 0.5 0.000625
2 800 3.125083892194428 1.0 0.00125
3 800 3.1036471423229144 5.0 0.00625
4 800 3.4638830999345074 150.0 0.1875
5 800 3.1221270991087207 10.0 0.0125
6 800 3.12804068528019 20.0 0.025
7 800 3.138143061656429 30.0 0.0375
8 800 3.146767041489815 40.0 0.05
9 800 3.212309288223528 50.0 0.0625
10 800 3.4146032151723427 60.0 0.075
11 800 3.186190949299581 70.0 0.0875
12 800 3.362859336172034 80.0 0.1
13 800 3.3936592641484147 90.0 0.1125
14 800 3.268734756276248 100.0 0.125
15 800 3.401051246862738 200.0 0.25
16 800 3.617636340392593 300.0 0.375
17 800 3.879312528479811 400.0 0.5
18 800 4.1370463257861045 500.0 0.625
19 800 4.406114496587646 600.0 0.75
20 800 4.651281923279561 700.0 0.875
21 800 4.915668505028721 800.0 1.0
22 800 5.1248616158442415 900.0 1.125
23 800 5.324198749707313 1000.0 1.25
24 800 7.201269560299234 2000.0 2.5
25 800 8.567800764754894 3000.0 3.75
26 800 9.700745315437656 4000.0 5.0
27 800 10.745774551704692 5000.0 6.25
28 800 11.68504915527212 6000.0 7.5
29 800 12.60118685294365 7000.0 8.75
30 800 13.647563894058996 8000.0 10.0
31 800 13.99230871989559 9000.0 11.25
32 800 14.658548121938056 10000.0 12.5
0 1 5.664722753414378 0.1 0.1
1 5 3.665437828611872 0.1 0.02
2 10 3.329595413957528 0.1 0.01
3 20 3.207874098594913 0.1 0.005
4 30 3.1694357884804187 0.1 0.0033333333333333335
5 40 3.1679573919375925 0.1 0.0025
6 50 3.1585942138327527 0.1 0.002
7 60 3.159826210951816 0.1 0.0016666666666666668
8 70 3.13617186626596 0.1 0.0014285714285714286
9 80 3.1204023031420696 0.1 0.00125
10 90 3.131243877789715 0.1 0.0011111111111111111
11 100 3.1176919094801536 0.1 0.001
12 110 3.1391286593517016 0.1 0.0009090909090909091
13 120 3.1290262829754623 0.1 0.0008333333333333334
14 130 3.141592653589793 0.1 0.0007692307692307692
15 140 3.216005279580717 0.1 0.0007142857142857143
16 150 3.1083287313753205 0.1 0.0006666666666666668
17 15 3.255429187390456 0.1 0.006666666666666667
18 160 3.2475444058284304 0.1 0.000625
19 170 3.1046327400182827 0.1 0.0005882352941176471
20 180 3.1218806996849997 0.1 0.0005555555555555556
21 190 3.110792725613596 0.1 0.0005263157894736842
22 200 3.1194167054468185 0.1 0.0005
23 250 3.1268086881612227 0.1 0.0004
24 300 3.134200670875628 0.1 0.0003333333333333334
25 350 3.121880699684861 0.1 0.00028571428571428574
26 400 3.119416705446817 0.1 0.00025
27 500 3.126808688161314 0.1 0.0002
28 600 3.1329686737564995 0.1 0.0001666666666666667
29 700 3.1194167054469526 0.1 0.00014285714285714287
30 800 3.1415926535898446 0.1 0.000125
31 900 3.126808688161066 0.1 0.00011111111111111112
32 1000 3.1181847083278638 0.1 0.0001
0 1 6.827728033801666 1.0 1.0
1 5 3.9941346599760057 1.0 0.2
2 15 3.3498001667100232 1.0 0.06666666666666667
3 10 3.4988718181158136 1.0 0.1
4 30 3.2364564317571087 1.0 0.03333333333333333
5 40 3.206888500899634 1.0 0.025
6 50 3.25370439142357 1.0 0.02
7 60 3.2660243626143406 1.0 0.016666666666666666
8 70 3.1810165613994954 1.0 0.014285714285714285
9 80 3.171160584446968 1.0 0.0125
10 90 3.182248558518457 1.0 0.011111111111111112
11 100 3.2364564317570688 1.0 0.01
12 110 3.140360656470697 1.0 0.00909090909090909
13 120 3.141592653589715 1.0 0.008333333333333333
14 130 3.1305046795185105 1.0 0.007692307692307693
15 140 3.1243446939229584 1.0 0.007142857142857143
16 150 3.181016561399556 1.0 0.006666666666666667
17 160 3.182248558518591 1.0 0.00625
18 170 3.152680627661385 1.0 0.0058823529411764705
19 180 3.152187828813648 1.0 0.005555555555555556
20 190 3.1312438777897427 1.0 0.005263157894736842
21 200 3.135925466842149 1.0 0.005
22 250 3.140607055894582 1.0 0.004
23 300 3.123605495651602 1.0 0.0033333333333333335
24 350 3.147752639185028 1.0 0.002857142857142857
25 400 3.1539126247803253 1.0 0.0025
26 500 3.132968673756382 1.0 0.002
27 600 3.120648702565859 1.0 0.0016666666666666668
28 700 3.1231126968040908 1.0 0.0014285714285714286
29 800 3.1169527112087207 1.0 0.00125
30 900 3.1194167054468185 1.0 0.0011111111111111111
31 1000 3.1132567198515906 1.0 0.001
0 1 5.808127218072051 0.2 0.2
1 5 3.6903241704168392 0.2 0.04
2 15 3.2697203539714925 0.2 0.013333333333333334
3 10 3.390702471062708 0.2 0.02
4 30 3.1736245786852435 0.2 0.006666666666666667
5 40 3.1652469982756486 0.2 0.005
6 50 3.1652469982756486 0.2 0.004
7 60 3.1652469982756486 0.2 0.0033333333333333335
8 70 3.148738236880325 0.2 0.002857142857142857
9 80 3.1046327400181863 0.2 0.0025
10 90 3.1342006708754497 0.2 0.0022222222222222222
11 100 3.1356790674183306 0.2 0.002
12 110 3.143563848980289 0.2 0.0018181818181818182
13 120 3.115227915242007 0.2 0.0016666666666666668
14 130 3.137403863385002 0.2 0.0015384615384615385
15 140 3.127055087584945 0.2 0.0014285714285714286
16 160 3.1342006708754773 0.2 0.00125
17 170 3.115474314665853 0.2 0.0011764705882352942
18 180 3.1184311077515594 0.2 0.0011111111111111111
19 190 3.128287084704008 0.2 0.0010526315789473684
20 200 3.1282870847040085 0.2 0.001
21 250 3.111531923884873 0.2 0.0008
22 300 3.129765481246862 0.2 0.0006666666666666668
23 400 3.117445510056315 0.2 0.0005
24 500 3.1191703060230136 0.2 0.0004
25 600 3.11843110775158 0.2 0.0003333333333333334
26 700 3.1157207140896634 0.2 0.00028571428571428574
27 800 3.117938308903978 0.2 0.00025
28 900 3.1179383089039234 0.2 0.00022222222222222223
29 1000 3.1132567198515173 0.2 0.0002
0 1 5.946603694253801 0.3 0.3
1 5 3.7233416932074728 0.3 0.06
2 15 3.301505879643091 0.3 0.02
3 10 3.3990800514722483 0.3 0.03
4 30 3.1790453660090487 0.3 0.01
5 40 3.1728853804137893 0.3 0.0075
6 50 3.166478995394705 0.3 0.006
7 60 3.16450780000424 0.3 0.005
8 70 3.1561302195946546 0.3 0.004285714285714286
9 80 3.1270550875849725 0.3 0.00375
10 90 3.1337078720278613 0.3 0.003333333333333333
11 100 3.1189239065991683 0.3 0.003
12 110 3.136664665113596 0.3 0.002727272727272727
13 120 3.1194167054468247 0.3 0.0025
14 130 3.1369110645373937 0.3 0.0023076923076923075
15 140 3.120648702565868 0.3 0.002142857142857143
16 160 3.1213879008372944 0.3 0.001875
17 170 3.1135031192753626 0.3 0.001764705882352941
18 180 3.127301487008763 0.3 0.0016666666666666666
19 190 3.127055087584945 0.3 0.0015789473684210526
20 200 3.1371574639611843 0.3 0.0015
21 250 3.120895101989685 0.3 0.0012
22 300 3.123112696803966 0.3 0.001
23 400 3.1144887169705804 0.3 0.00075
24 500 3.1169527112087065 0.3 0.0006
25 600 3.1149815158181893 0.3 0.0005
26 700 3.115967113513461 0.3 0.00042857142857142855
27 800 3.111531923884846 0.3 0.000375
0 1 7.845604053564955 2.0 2.0
1 2 6.007464351935148 2.0 1.0
2 3 5.168967112706414 2.0 0.6666666666666666
3 5 4.354124218163569 2.0 0.4
4 15 3.4353007667724613 2.0 0.13333333333333333
5 10 3.665930627459536 2.0 0.2
6 20 3.3342770030099613 2.0 0.1
7 30 3.256414785085701 2.0 0.06666666666666667
8 40 3.235963632909405 2.0 0.05
9 50 3.205163704933024 2.0 0.04
10 60 3.1630294034613406 2.0 0.03333333333333333
11 70 3.1531734265088924 2.0 0.02857142857142857
12 80 3.1258230904658824 2.0 0.025
13 90 3.1260694898897 2.0 0.022222222222222223
14 100 3.124098294499238 2.0 0.02
15 110 3.1164599123610697 2.0 0.01818181818181818
16 120 3.1280406852802174 2.0 0.016666666666666666
17 130 3.135925466842149 2.0 0.015384615384615385
18 140 3.107343133680076 2.0 0.014285714285714285
19 150 3.1472598403374508 2.0 0.013333333333333334
20 160 3.1610582080708998 2.0 0.0125
21 170 3.0932983665228773 2.0 0.011764705882352941
22 180 3.1403606564707367 2.0 0.011111111111111112
23 190 3.096994357879991 2.0 0.010526315789473684
24 200 3.1014295475086064 2.0 0.01
25 250 3.121634300261112 2.0 0.008
26 300 3.147506239761241 2.0 0.006666666666666667
27 400 3.113749518699181 2.0 0.005
28 500 3.1135031192753626 2.0 0.004
29 600 3.1292726823992254 2.0 0.0033333333333333335
30 700 3.10808233195153 2.0 0.002857142857142857
31 800 3.1194167054468047 2.0 0.0025
32 900 3.1184311077515594 2.0 0.0022222222222222222
33 1000 3.122866297380148 2.0 0.002
34 500 3.1135031192753626 2.0 0.004
35 500 3.1131088801972497 2.0 0.004
0 1 8.782168263470437 3.0 3.0
1 5 4.721012960218116 3.0 0.6
2 15 3.551847694235061 3.0 0.2
3 10 3.849251798774885 3.0 0.3
4 20 3.407950430729452 3.0 0.15
5 30 3.284750718823956 3.0 0.1
6 40 3.230789245009335 3.0 0.075
7 50 3.204178107237779 3.0 0.06
8 60 3.222658064023558 3.0 0.05
9 70 3.177566969466195 3.0 0.04285714285714286
10 80 3.1507094322707943 3.0 0.0375
11 90 3.131243877789753 3.0 0.03333333333333333
12 100 3.130258280094498 3.0 0.03
13 110 3.1228662973801957 3.0 0.02727272727272727
14 120 3.1324758749088053 3.0 0.025
15 130 3.123112696803986 3.0 0.023076923076923078
16 140 3.113749518699126 3.0 0.02142857142857143
17 150 3.1179383089039434 3.0 0.02
18 160 3.1137495186991733 3.0 0.01875
19 170 3.126069489889673 3.0 0.01764705882352941
20 180 3.109067929646748 3.0 0.016666666666666666
21 190 3.119909504294413 3.0 0.015789473684210527
22 200 3.106850334832467 3.0 0.015
23 250 3.1194167054468047 3.0 0.012
24 300 3.1425782512850176 3.0 0.01
25 400 3.1186775071753505 3.0 0.0075
26 500 3.1213879008372665 3.0 0.006
27 600 3.10611113656104 3.0 0.005
28 700 3.1144887169705804 3.0 0.004285714285714286
29 800 3.1125175215800907 3.0 0.00375
30 900 3.1164599123610977 3.0 0.0033333333333333335
31 1000 3.1305046795182885 3.0 0.003
0 1 13.69069118520876 10.0 10.0
1 5 7.058481094200643 10.0 2.0
2 15 4.453669585383131 10.0 0.6666666666666666
3 10 5.208883819364026 10.0 1.0
4 20 4.063126498643009 10.0 0.5
5 30 3.672583411902599 10.0 0.3333333333333333
6 40 3.488523042315667 10.0 0.25
7 50 3.385281683738848 10.0 0.2
8 60 3.3199858364289248 10.0 0.16666666666666666
9 70 3.278837132652487 10.0 0.14285714285714285
10 80 3.247051606980888 10.0 0.125
11 90 3.224382859990284 10.0 0.1111111111111111
12 100 3.209598894561612 10.0 0.1
13 110 3.215758880156872 10.0 0.09090909090909091
14 120 3.198264521066358 10.0 0.08333333333333333
15 130 3.1763349723471257 10.0 0.07692307692307693
16 140 3.2160052795806897 10.0 0.07142857142857142
17 150 3.1990037193377363 10.0 0.06666666666666667
18 160 3.2647923654950834 10.0 0.0625
19 170 3.286968313638156 10.0 0.058823529411764705
20 180 3.256168385662321 10.0 0.05555555555555555
21 190 3.2290644490424403 10.0 0.05263157894736842
22 200 3.2253684576855197 10.0 0.05
23 250 3.197032523946945 10.0 0.04
24 300 3.094776763065833 10.0 0.03333333333333333
25 350 3.148984636304166 10.0 0.02857142857142857
26 400 3.147752639185025 10.0 0.025
27 500 3.1354326679945146 10.0 0.02
28 600 3.174856575804374 10.0 0.016666666666666666
29 700 3.131736676637368 10.0 0.014285714285714285
30 800 3.1268086881611685 10.0 0.0125
31 900 3.137896662232586 10.0 0.011111111111111112
32 1000 3.1600726103757 10.0 0.01
0 1 35.45453629187168 100.0 100.0
1 5 18.114053641463244 100.0 20.0
2 15 11.90848415278404 100.0 6.666666666666667
3 10 13.808223710366365 100.0 10.0
4 20 10.471359513406254 100.0 5.0
5 30 8.938139098742552 100.0 3.3333333333333335
6 40 7.590334250496845 100.0 2.5
7 50 6.8437439963498345 100.0 2.0
8 60 6.254849373441125 100.0 1.6666666666666667
9 70 5.835970352962677 100.0 1.4285714285714286
10 80 5.5008671365799495 100.0 1.25
11 90 5.320995557197681 100.0 1.1111111111111112
12 100 5.032708231338915 100.0 1.0
13 110 4.858996637552274 100.0 0.9090909090909091
14 120 4.636005159003219 100.0 0.8333333333333334
15 130 4.515269441335858 100.0 0.7692307692307693
16 140 4.3526458216206025 100.0 0.7142857142857143
17 150 4.26517402616759 100.0 0.6666666666666666
18 160 4.15737427825048 100.0 0.625
19 170 4.077910464071484 100.0 0.5882352941176471
20 180 4.008302626844934 100.0 0.5555555555555556
21 190 3.946702770892198 100.0 0.5263157894736842
22 200 3.890030903415621 100.0 0.5
23 250 3.6781273989381793 100.0 0.4
24 300 3.546919705758772 100.0 0.3333333333333333
25 350 3.4600639088654668 100.0 0.2857142857142857
26 400 3.394152062996123 100.0 0.25
27 500 3.3128402531384222 100.0 0.2
28 600 3.263560368376252 100.0 0.16666666666666666
29 700 3.250624398626211 100.0 0.14285714285714285
30 800 3.1970325239472634 100.0 0.125
31 900 3.392304067317457 100.0 0.1111111111111111
32 1000 3.325160224328956 100.0 0.1
0 1 89.92630331318553 1000.0 1000.0
1 5 48.07215798638344 1000.0 200.0
2 15 31.185543074635188 1000.0 66.66666666666667
3 10 37.85027788958563 1000.0 100.0
4 20 27.55484756477992 1000.0 50.0
5 30 22.474830644069023 1000.0 33.333333333333336
6 40 19.72878298552366 1000.0 25.0
7 50 17.918289299245437 1000.0 20.0
8 60 16.601284378975286 1000.0 16.666666666666668
9 70 15.865042900628133 1000.0 14.285714285714286
10 80 14.582287500268754 1000.0 12.5
11 90 14.031954387186511 1000.0 11.11111111111111
12 100 13.305568885792226 1000.0 10.0
13 110 12.65002321874316 1000.0 9.090909090909092
14 120 12.166833948649645 1000.0 8.333333333333334
15 130 12.285105672078704 1000.0 7.6923076923076925
16 140 11.800807604578656 1000.0 7.142857142857143
17 150 11.13240810092061 1000.0 6.666666666666667
18 160 10.898492914582548 1000.0 6.25
19 180 10.391895699227533 1000.0 5.555555555555555
20 170 10.885926543968187 1000.0 5.882352941176471
21 190 10.176789002240891 1000.0 5.2631578947368425
22 200 9.936056765177554 1000.0 5.0
23 220 9.7303132462948 1000.0 4.545454545454546
24 240 9.135871116359402 1000.0 4.166666666666667
25 260 8.806233273862585 1000.0 3.8461538461538463
26 280 8.614123856431126 1000.0 3.5714285714285716
27 300 8.436100272727726 1000.0 3.3333333333333335
28 350 7.894637538903095 1000.0 2.857142857142857
29 400 7.358718792114271 1000.0 2.5
30 450 6.920127817731252 1000.0 2.2222222222222223
31 500 6.625680506276687 1000.0 2.0
32 600 6.09961773644027 1000.0 1.6666666666666667
33 700 5.695522681390368 1000.0 1.4285714285714286
34 550 6.323841212108263 1000.0 1.8181818181818181
35 650 5.944386099439414 1000.0 1.5384615384615385
36 750 5.566162983889889 1000.0 1.3333333333333333
37 850 5.324691548554796 1000.0 1.1764705882352942
38 950 5.258163704125863 1000.0 1.0526315789473684
39 300 8.251916703428995 1000.0 3.3333333333333335
40 350 7.75418986733138 1000.0 2.857142857142857
41 400 7.26139101970894 1000.0 2.5
42 500 6.599808566776538 1000.0 2.0
43 600 6.123025681702375 1000.0 1.6666666666666667
44 700 5.726322609366672 1000.0 1.4285714285714286
45 800 5.413395341126787 1000.0 1.25
46 900 5.169459911553973 1000.0 1.1111111111111112
47 1000 4.956324409957437 1000.0 1.0
0 1 220.61643450280863 10000.0 10000.0
1 2 168.69718071260854 10000.0 5000.0
2 3 144.75399430219375 10000.0 3333.3333333333335
3 4 129.57665219342172 10000.0 2500.0
4 5 118.57399392242289 10000.0 2000.0
5 15 76.75600771106535 10000.0 666.6666666666666
6 10 90.30489602787074 10000.0 1000.0
7 20 68.6279190380724 10000.0 500.0
8 30 58.09513214830959 10000.0 333.3333333333333
9 40 51.87256109938791 10000.0 250.0
10 50 47.45152095770269 10000.0 200.0
11 60 43.826942313544464 10000.0 166.66666666666666
12 70 41.319088977996415 10000.0 142.85714285714286
13 80 38.923156420728674 10000.0 125.0
14 90 37.11379001181457 10000.0 111.11111111111111
15 100 35.47936103382049 10000.0 100.0
16 110 34.130508988023315 10000.0 90.9090909090909
17 120 32.90485665413163 10000.0 83.33333333333333
18 130 31.787312067436883 10000.0 76.92307692307692
19 140 31.197062247697787 10000.0 71.42857142857143
20 150 29.96099953815026 10000.0 66.66666666666667
21 160 29.15656701926341 10000.0 62.5
22 170 28.433138310954185 10000.0 58.8235294117647
23 180 27.99713453052064 10000.0 55.55555555555556
24 190 27.117236028106134 10000.0 52.63157894736842
25 200 26.8643131795502 10000.0 50.0
26 250 24.801580403116617 10000.0 40.0
27 350 20.971424559686955 10000.0 28.571428571428573
28 300 22.341601859616237 10000.0 33.333333333333336
29 400 19.859916758875656 10000.0 25.0
30 500 18.32651154464411 10000.0 20.0
31 600 16.727231444456528 10000.0 16.666666666666668
32 700 15.535292711727914 10000.0 14.285714285714286
33 800 15.667923361579875 10000.0 12.5
34 900 13.978239312796042 10000.0 11.11111111111111
35 1000 13.610488172758428 10000.0 10.0
